id,recipe_id,ingredient_name,Quantity,Comment,Wrong_Name,Column1,_1,_2,_3,_4,_5
6580,509,chilli,1 red,"seeds removed, finely chopped",FALSO,,,,,,
6581,509,mint,4 tbsp," leaves, finely chopped",FALSO,,,,,,
6582,509,cucumber,�,"halved, seeds removed, coarsely grated",FALSO,,,,,,
6583,509,red onion,�,finely chopped,FALSO,,,,,,
6584,509,tomato,1 vine,roughly chopped,FALSO,,,,,,
6585,509,salt,,,VERDADEIRO,,,,,,
6586,510,wheat penne,150g/5�oz whole,,VERDADEIRO,,,,,,
6587,510,broccoli,150g/5�oz,"cut into florets, stem trimmed and diced",FALSO,,,,,,
6588,510,cauliflower,150g/5�oz,"cut into florets, leaves reserved",FALSO,,,,,,
6589,510,tomatoes,3 large,roughly chopped,FALSO,,,,,,
6590,510,breadcrumbs,25g/1oz dried wholemeal,,FALSO,,,,,,
6591,510,nutritional yeast flakes,1 tbsp,,VERDADEIRO,,,,,,
6592,510,olive oil,1 tbsp extra virgin,,FALSO,,,,,,
6593,510,gram flour,40g/1�oz,,FALSO,,,,,,
6594,510,almond milk,500ml/18fl oz unsweetened,,FALSO,,,,,,
6595,510,nutritional yeast flakes,3 tbsp,,VERDADEIRO,,,,,,
6596,510,nutmeg,� tsp ground,,FALSO,,,,,,
6597,510,salt,,,VERDADEIRO,,,,,,
6598,511,olive oil,1 tbsp,,FALSO,,,,,,
6599,511,beef mince,200g/7oz lean,,FALSO,,,,,,
6600,511,onion,1,finely chopped,FALSO,,,,,,
6601,511,mushrooms,4 large,sliced,FALSO,,,,,,
6602,511,carrot,1,grated,FALSO,,,,,,
6603,511,tomatoes,1 400g/14oz tin,chopped,FALSO,,,,,,
6604,511,vegetable stock,230ml/8fl oz,,FALSO,,,,,,
6605,511,tomato pur�e,2 tbsp,,FALSO,,,,,,
6606,511,Worcestershire sauce,� tsp,,FALSO,,,,,,
6607,511,black pepper,� tsp freshly ground,,FALSO,,,,,,
6608,511,wheat spaghetti,300g/10�oz whole,,VERDADEIRO,,,,,,
6609,511,parsley,2 tbsp chopped fresh,,FALSO,,,,,,
6610,512,chestnut mushrooms,750g/1lb 10oz,halved,FALSO,,,,,,
6611,512,oyster mushrooms,500g/1lb 2oz,,FALSO,,,,,,
6612,512,olive oil,135ml/4�fl oz,plus extra for greasing,FALSO,,,,,,
6613,512,porcini,60g/2�oz dried, mushrooms,FALSO,,,,,,
6614,512,wild mushrooms,30g/1oz dried,,FALSO,,,,,,
6615,512,chillies,2 dried red,seeds removed and roughly chopped ,FALSO,,,,,,
6616,512,vegetable stock,500ml/18fl oz hot,,FALSO,,,,,,
6617,512,onion,1,quartered,FALSO,,,,,,
6618,512,garlic,5," cloves, roughly chopped",FALSO,,,,,,
6619,512,carrot,1,peeled and quartered,FALSO,,,,,,
6620,512,tomatoes,2�3 plum,quartered,FALSO,,,,,,
6621,512,tomato pur�e,75g/2�oz,,FALSO,,,,,,
6622,512,double cream,130ml/4fl oz,,FALSO,,,,,,
6623,512,pecorino,60g/2�oz," romano or alternative vegetarian hard cheese, finely grated",FALSO,,,,,,
6624,512,Parmesan,60g/2�oz," or alternative vegetarian hard cheese, finely grated",FALSO,,,,,,
6625,512,basil,5g," leaves, finely chopped",FALSO,,,,,,
6626,512,parsley,10g," leaves, finely chopped, plus 1 tsp to garnish",FALSO,,,,,,
6627,512,lasagne sheets,250g/9oz dried, (about 14 sheets),FALSO,,,,,,
6628,512,salt,,,VERDADEIRO,,,,,,
6629,513,lamb neck,500g/1lb 2oz," fillet, chopped into large pieces",FALSO,,,,,,
6630,513,lamb chops,500g/1lb 2oz,,FALSO,,,,,,
6631,513,cumin,1 tbsp, seeds,FALSO,,,,,,
6632,513,potatoes,500g/1lb 2oz,peeled and quartered,FALSO,,,,,,
6633,513,tomatoes,4,halved,FALSO,,,,,,
6634,513,onions,4,thickly sliced,FALSO,,,,,,
6635,513,bay leaves,2,,FALSO,,,,,,
6636,513,garlic,6," cloves, left whole",FALSO,,,,,,
6637,513,olive oil,100ml/3�fl oz,,FALSO,,,,,,
6638,513,lamb stock,125ml/4fl oz, or water,FALSO,,,,,,
6639,513,yoghurt,3 tbsp sheep's,strained overnight through a muslin to thicken,FALSO,,,,,,
6640,513,parsley,handful fresh flatleaf, leaves,FALSO,,,,,,
6641,513,cumin,pinch," seeds, toasted",FALSO,,,,,,
6642,513,cucumber,�,chopped into cubes,FALSO,,,,,,
6643,513,lemon,3 strips," peel, blanched and finely diced",FALSO,,,,,,
6644,513,olive oil,4 tbsp,,FALSO,,,,,,
6645,513,lemon,1 ,juice only,VERDADEIRO,,,,,,
6646,514,potato,1 baked,,FALSO,,,,,,
6647,514,hotdog,1 ,sliced into rings,VERDADEIRO,,,,,,
6648,514,curry leaves,4,to garnish,FALSO,,,,,,
6649,514,curry,2 tbsp mild, sauce,FALSO,,,,,,
6650,514,bacon,2 thin rashers streaky,,FALSO,,,,,,
6651,514,vegetable oil,2 tbsp,,FALSO,,,,,,
6652,514,black pudding,2 small rounds of,,FALSO,,,,,,
6653,514,quail,1,�s egg,FALSO,,,,,,
6654,514,tomato,1 tbsp, relish,FALSO,,,,,,
6655,514,corncob,1 ,,VERDADEIRO,,,,,,
6656,514,avocado,�,mashed,FALSO,,,,,,
6657,514,lime,1,juice only,FALSO,,,,,,
6658,514,olive oil,2 tbsp,,FALSO,,,,,,
6659,514,tinned tuna,100g/3�oz confit tuna or good-quality,,FALSO,,,,,,
6660,514,pickled,2," jalape�os, chopped",FALSO,,,,,,
6661,514,salt,,,VERDADEIRO,,,,,,
6662,514,coriander,small sprigs micro,to garnish,FALSO,,,,,,
6663,515,olive oil,100ml/3�fl oz,,FALSO,,,,,,
6664,515,barbecue sauce,1 tbsp,,FALSO,,,,,,
6665,515,garlic,5," cloves, crushed",FALSO,,,,,,
6666,515,shallots,2,finely chopped,FALSO,,,,,,
6667,515,tomato,1,roughly chopped,FALSO,,,,,,
6668,515,chilli,1 green,finely chopped,FALSO,,,,,,
6669,515,cumin,2 tsp ground,,FALSO,,,,,,
6670,515,coriander,2 tsp ground,,FALSO,,,,,,
6671,515,coriander,1 small bunch,roughly chopped,FALSO,,,,,,
6672,515,quails,4,spatchcocked (ask your butcher to do this for you),FALSO,,,,,,
6673,515,lemon juice,100ml/3�fl oz,,FALSO,,,,,,
6674,515,coriander,1 bunch,finely chopped,FALSO,,,,,,
6675,515,parsley,1 bunch,finely chopped,FALSO,,,,,,
6676,515,garlic,2," cloves, crushed",FALSO,,,,,,
6677,515,chilli,1 green,finely chopped,FALSO,,,,,,
6678,515,honey,1 tbsp,,FALSO,,,,,,
6679,515,cardamom,� tsp ground,,FALSO,,,,,,
6680,515,olive oil,50ml/2fl oz,,FALSO,,,,,,
6681,515,salt,,,VERDADEIRO,,,,,,
6682,515,cauliflower,1 head,broken into florets,FALSO,,,,,,
6683,515,tahini,light,,FALSO,,,,,,
6684,515,pomegranate molasses,30ml/1fl oz,,FALSO,,,,,,
6685,515,parsley,2 tbsp finely chopped flatleaf,for garnish,FALSO,,,,,,
6686,516,vegetable oil,2 tbsp,,FALSO,,,,,,
6687,516,onion,1,finely chopped,FALSO,,,,,,
6688,516,fennel,1," bulb, finely chopped",FALSO,,,,,,
6689,516,carrot,1,peeled and finely chopped,FALSO,,,,,,
6690,516,celery,3 sticks,finely chopped,FALSO,,,,,,
6691,516,saffron,pinch,,FALSO,,,,,,
6692,516,star anise,1,,FALSO,,,,,,
6693,516,coriander seeds,1 tsp,,FALSO,,,,,,
6694,516,garlic,1 head,cut in half,FALSO,,,,,,
6695,516,thyme,1 small bunch,,FALSO,,,,,,
6696,516,ginger,1 thumb-sized piece fresh root,cut in half,FALSO,,,,,,
6697,516,chilli,1 red,split down the middle,FALSO,,,,,,
6698,516,vermouth,150ml/5fl oz,,FALSO,,,,,,
6699,516,crab,1 cooked brown,"white meat removed, shells crushed and reserved",FALSO,,,,,,
6700,516,tomatoes,3,finely chopped,FALSO,,,,,,
6701,516,cod,2 x 300g/10�oz," loin steaks, skin on",FALSO,,,,,,
6702,516,spinach,2 handfuls baby leaf,,FALSO,,,,,,
6703,516,vegetable oil,,for deep-frying,VERDADEIRO,,,,,,
6704,516,shallots,2,thinly sliced,FALSO,,,,,,
6705,516,egg,1 free-range,,FALSO,,,,,,
6706,516,plain flour,50g/1�oz,,FALSO,,,,,,
6707,516,dill,1 tsp,finely chopped,FALSO,,,,,,
6708,516,paprika,pinch sweet,,FALSO,,,,,,
6709,516,nigella seeds,1 tsp,,FALSO,,,,,,
6710,516,crabmeat,2 tbsp white,,FALSO,,,,,,
6711,516,sparkling water,150ml/5fl oz,,VERDADEIRO,,,,,,
6712,516,salt,pinch,,FALSO,,,,,,
6713,516,white pepper,pinch,,FALSO,,,,,,
6714,517,butter,175g/6oz unsalted,"at room temperature, plus extra for greasing the dish",FALSO,,,,,,
6715,517,brown sugar,300g/10�oz soft light,,FALSO,,,,,,
6716,517,eggs,3 large free-range,beaten,FALSO,,,,,,
6717,517,vanilla extract,1 tsp,,FALSO,,,,,,
6718,517,plain flour,175g/6oz,,FALSO,,,,,,
6719,517,cocoa powder,40g/1�oz,plus 2 tbsp,FALSO,,,,,,
6720,517,bicarbonate of soda,1 tsp,,FALSO,,,,,,
6721,517,salt,pinch,,FALSO,,,,,,
6722,517,milk,3 tbsp,,FALSO,,,,,,
6723,517,icing sugar,,for dusting,FALSO,,,,,,
6724,517,double cream,,to serve,FALSO,,,,,,
6725,518,butter,175g/6oz unsalted,"at room temperature, plus extra for greasing the dish",FALSO,,,,,,
6726,518,brown sugar,300g/10�oz soft light,,FALSO,,,,,,
6727,518,eggs,3 large free-range,beaten,FALSO,,,,,,
6728,518,vanilla extract,1 tsp,,FALSO,,,,,,
6729,518,plain flour,175g/6oz,,FALSO,,,,,,
6730,518,cocoa powder,40g/1�oz,plus 2 tbsp,FALSO,,,,,,
6731,518,bicarbonate of soda,1 tsp,,FALSO,,,,,,
6732,518,salt,pinch,,FALSO,,,,,,
6733,518,milk,3 tbsp,,FALSO,,,,,,
6734,518,icing sugar,,for dusting,FALSO,,,,,,
6735,518,double cream,,to serve,FALSO,,,,,,
6736,519,butter,140g/5oz,softened,FALSO,,,,,,
6737,519,icing sugar,280g/10oz,,FALSO,,,,,,
6738,519,milk,1-2 tbsp,,FALSO,,,,,,
6739,519,vanilla extract,� tsp,,FALSO,,,,,,
6740,519,food colouring,few drops,,FALSO,,,,,,
6741,519,orange,1 large,zest and 2 tbsp juice,FALSO,,,,,,
6742,519,cocoa powder,25g/1oz,,FALSO,,,,,,
6743,519,chocolate,75g/2�oz milk or dark,melted,FALSO,,,,,,
6744,520,flaxseed,3 tbsp ground,,FALSO,,,,,,
6745,520,dark chocolate,200g/7oz vegan,chopped,FALSO,,,,,,
6746,520,margarine,175g/6oz dairy-free,,FALSO,,,,,,
6747,520,caster sugar,125g/4�oz,,FALSO,,,,,,
6748,520,light muscovado sugar,125g/4�oz,,VERDADEIRO,,,,,,
6749,520,maple syrup,2 tbsp, or barley malt extract,FALSO,,,,,,
6750,520,vanilla extract,1 tsp,,FALSO,,,,,,
6751,520,plain flour,150g/5�oz,,FALSO,,,,,,
6752,520,baking powder,� tsp,,FALSO,,,,,,
6753,520,pinch salt,,,FALSO,,,,,,
6754,520,soya milk,2 tbsp,,FALSO,,,,,,
6755,520,chocolate,100g/3�oz vegan, chips (optional),FALSO,,,,,,
6756,521,caster sugar,100g/3�oz,,FALSO,,,,,,
6757,521,butter,200g/7oz,softened,FALSO,,,,,,
6758,521,plain flour,300g/10�oz,,FALSO,,,,,,
6759,521,chocolate,50g/1�oz," (milk, white or dark), chopped into small pieces (or",FALSO,,,,,,
6760,522,panettone,625g/1lb 6oz, (or pandoro),FALSO,,,,,,
6761,522,liqueur,6 tbsp Tuaca," (or rum, brandy or Marsala)",FALSO,,,,,,
6762,522,eggs,2 free-range,at room temperature,FALSO,,,,,,
6763,522,caster sugar,75g/2�oz,,FALSO,,,,,,
6764,522,mascarpone,500g/1lb 2oz,at room temperature,FALSO,,,,,,
6765,522,double cream,250ml/9fl oz,at room temperature,FALSO,,,,,,
6766,522,Marsala,125ml/4�fl oz,,VERDADEIRO,,,,,,
6767,522,marrons glac�s,75g/2�oz,chopped (optional),VERDADEIRO,,,,,,
6768,522,chocolate,125g/4�oz mini, chips or finely chopped,FALSO,,,,,,
6769,522,pistachios,100g/3�oz,chopped,FALSO,,,,,,
6770,522,pomegranate,2 tbsp, seeds,FALSO,,,,,,
6771,523,butter,200g/7oz unsalted,plus extra for greasing,FALSO,,,,,,
6772,523,golden syrup,300g/10�oz,,FALSO,,,,,,
6773,523,oats,450g/1lb jumbo rolled porridge,,FALSO,,,,,,
6774,523,salt,pinch,,FALSO,,,,,,
6775,523,apricots,"200g/7oz dried, ready-to-eat",roughly chopped,FALSO,,,,,,
6776,523,chocolate,100g/3�oz plain,broken into pieces,FALSO,,,,,,
6777,524,butter,100g/3�oz lightly salted,at room temperature,FALSO,,,,,,
6778,524,caster sugar,125g/4�oz soft light brown or golden,,FALSO,,,,,,
6779,524,egg,1 free-range,,FALSO,,,,,,
6780,524,self-raising flour,175g/6oz,,FALSO,,,,,,
6781,524,chocolate,100g/3�oz," chips, dark or milk, or 100g/3�oz raisins",FALSO,,,,,,
6782,525,butter,300g/10�oz unsalted,"softened, plus extra for greasing",FALSO,,,,,,
6783,525,caster sugar,300g/10�oz,,FALSO,,,,,,
6784,525,eggs,6 free-range,,FALSO,,,,,,
6785,525,self-raising flour,300g/10�oz,,FALSO,,,,,,
6786,525,vanilla extract,1 tbsp,,FALSO,,,,,,
6787,525,milk,2 tbsp,,FALSO,,,,,,
6788,525,icing sugar,350g/12oz,,FALSO,,,,,,
6789,525,butter,175g/6oz unsalted,softened,FALSO,,,,,,
6790,525,vanilla extract,2 tsp,,FALSO,,,,,,
6791,525,milk,2 tbsp,,FALSO,,,,,,
6792,525,chocolates,"crushed malted milk balls, sprinkles or other",to decorate,FALSO,,,,,,
6793,526,filo pastry,4 sheets,,FALSO,,,,,,
6794,526,coconut oil,50ml/2fl oz,plus extra for brushing,FALSO,,,,,,
6795,526,icing sugar,10g/?oz,plus extra for dusting,FALSO,,,,,,
6796,526,demerara sugar,1 tbsp,,FALSO,,,,,,
6797,526,banana,1,peeled and sliced at an angle,FALSO,,,,,,
6798,526,coconut cream,200ml/7fl oz,refrigerated until cold,FALSO,,,,,,
6799,526,vanilla pod,1,seeds only,FALSO,,,,,,
6800,526,maple syrup,1� tbsp,,FALSO,,,,,,
6801,526,chocolate,100g/3�oz 70% vegan,roughly chopped,FALSO,,,,,,
6802,526,coconut milk,250ml tin,,FALSO,,,,,,
6803,526,maple syrup,1 tbsp,,FALSO,,,,,,
6804,526,lime leaves,10g kaffir,,FALSO,,,,,,
6805,526,mango,1,peeled and chopped into cubes,FALSO,,,,,,
6806,526,passion fruit,1,seeds only,FALSO,,,,,,
6807,526,mint,2 tbsp, leaves,FALSO,,,,,,
6808,527,dark chocolate,300g/10oz," (or chocolate of your choice), chopped into squares",FALSO,,,,,,
6809,527,butter,150g/5oz unsalted,cubed,FALSO,,,,,,
6810,527,golden syrup,2 tbsp, (or honey or maple syrup),FALSO,,,,,,
6811,527,biscuits,225g/8oz mix of,roughly broken,FALSO,,,,,,
6812,527,corn flakes,50g/2oz,,VERDADEIRO,,,,,,
6813,527,marshmallows,200g/7oz mix of small chocolates or sweets such as malted balls or mini,,FALSO,,,,,,
6814,527,chocolate,"colourful sprinkles, mini"," stars and mini meringues, to decorate",FALSO,,,,,,
6815,528,butter,2 tbsp soft unsalted,,FALSO,,,,,,
6816,528,brown sugar,1 tbsp light,,FALSO,,,,,,
6817,528,caster sugar,2 tbsp,,FALSO,,,,,,
6818,528,self-raising flour,4 tbsp,,FALSO,,,,,,
6819,528,cocoa powder,1 tbsp,,FALSO,,,,,,
6820,528,egg yolk,1,,FALSO,,,,,,
6821,528,vanilla extract,� tsp,,FALSO,,,,,,
6822,528,chocolate,handful, chips,FALSO,,,,,,
6823,529,butter,125g/5�oz,"cut up, plus extra for greasing",FALSO,,,,,,
6824,529,dark chocolate,125g/5�oz," (minimum 70% cocoa solids), broken into pieces",FALSO,,,,,,
6825,529,eggs,4 free-range,,FALSO,,,,,,
6826,529,caster sugar,80g/2�oz,,FALSO,,,,,,
6827,529,plain flour,60g/2�oz,,FALSO,,,,,,
6828,529,chocolates,4 round soft-centred caramel,,FALSO,,,,,,
6829,529,butter,80g/2�oz unsalted,,FALSO,,,,,,
6830,529,caster sugar,80g/2�oz,,FALSO,,,,,,
6831,529,double cream,400ml/14fl oz,,FALSO,,,,,,
6832,529,dark chocolate,150g/5�oz," (72% cocoa solids), broken into pieces",FALSO,,,,,,
6833,529,butter,50g/1�oz,,FALSO,,,,,,
6834,529,ice cream,4 scoops of vanilla,,FALSO,,,,,,
6835,529,mint,4 sprigs of chocolate,,FALSO,,,,,,
6836,530,vegetable oil,4 tbsp,,FALSO,,,,,,
6837,530,braising steak,500g/1lb 2oz good-quality,diced,FALSO,,,,,,
6838,530,beef mince,500g/1lb 2oz good-quality,,FALSO,,,,,,
6839,530,onion,1,finely chopped,FALSO,,,,,,
6840,530,red onion,1,finely chopped,FALSO,,,,,,
6841,530,celery,2," sticks, trimmed and chopped",FALSO,,,,,,
6842,530,chipotle,1 dried, chilli,FALSO,,,,,,
6843,530,dried chilli,1 tbsp, flakes,FALSO,,,,,,
6844,530,chilli powder,� tbsp,,FALSO,,,,,,
6845,530,oregano,2 tsp dried,,FALSO,,,,,,
6846,530,brown sugar,3 tbsp light,,FALSO,,,,,,
6847,530,chopped tomatoes,2 x 400g tins,,FALSO,,,,,,
6848,530,beef stock,500ml/17fl oz,,FALSO,,,,,,
6849,530,kidney beans,400g tin,drained and rinsed,FALSO,,,,,,
6850,530,tin black-eyed beans,400g,drained and rinsed,VERDADEIRO,,,,,,
6851,530,chocolate,85g/3oz plain,"minimum 70% cocoa solids, roughly chopped",FALSO,,,,,,
6852,530,fresh coriander,bunch,,FALSO,,,,,,
6853,530,salt,,,VERDADEIRO,,,,,,
6854,530,rice,freshly steamed,,FALSO,,,,,,
6855,530,soured cream,8 tbsp,,FALSO,,,,,,
6856,530,spring onions,4,trimmed and finely sliced,FALSO,,,,,,
6857,531,butter,250g/9oz unsalted,softened,FALSO,,,,,,
6858,531,icing sugar,200g/7oz,sifted,FALSO,,,,,,
6859,531,eggs,100g/3�oz beaten free-range,,FALSO,,,,,,
6860,531,plain flour,420g/15oz,sifted,FALSO,,,,,,
6861,531,cocoa powder,85g/3oz,sifted,FALSO,,,,,,
6862,531,salt,pinch,,FALSO,,,,,,
6863,531,butter,125g/4�oz unsalted,softened,FALSO,,,,,,
6864,531,caster sugar,125g/4�oz,,FALSO,,,,,,
6865,531,eggs,125g/4�oz beaten free-range,,FALSO,,,,,,
6866,531,ground almonds,125g/4�oz,,FALSO,,,,,,
6867,531,plain flour,25g/1oz,sifted,FALSO,,,,,,
6868,531,Seville oranges,115g/4oz,,FALSO,,,,,,
6869,531,lemon,� unwaxed,,FALSO,,,,,,
6870,531,sugar,200g/7oz jam,,FALSO,,,,,,
6871,531,brown sugar,10g/?oz soft,,FALSO,,,,,,
6872,531,caster sugar,200g/7oz,,FALSO,,,,,,
6873,531,lemon,� unwaxed,pared peel only,FALSO,,,,,,
6874,531,vanilla pod,seeds of �,,FALSO,,,,,,
6875,531,liqueur,200ml/7fl oz orange-flavoured,,FALSO,,,,,,
6876,531,milk,75ml/2�fl oz,,FALSO,,,,,,
6877,531,whipping cream,75ml/2�fl,,FALSO,,,,,,
6878,531,egg yolks,30g/1oz beaten free-range,,FALSO,,,,,,
6879,531,caster sugar,15g/�oz,,FALSO,,,,,,
6880,531,dark chocolate,150g/5�oz," (66% coca solids), finely chopped",FALSO,,,,,,
6881,531,gelatine,15g/�oz leaf,,FALSO,,,,,,
6882,531,caster sugar,300g/10�oz,,FALSO,,,,,,
6883,531,cocoa powder,100g/3�oz,sifted,FALSO,,,,,,
6884,531,whipping cream,175ml/6fl oz,,FALSO,,,,,,
6885,531,orange,dried, zest,FALSO,,,,,,
6886,531,chocolate,, decoration,FALSO,,,,,,
6887,531,gold leaf,,,FALSO,,,,,,
6888,532,butter,100g/3�oz,plus extra for greasing,FALSO,,,,,,
6889,532,plain flour,150g/5oz,,FALSO,,,,,,
6890,532,salt,pinch,,FALSO,,,,,,
6891,532,eggs,4 free-range,,FALSO,,,,,,
6892,532,egg yolks,4 free-range,,FALSO,,,,,,
6893,532,caster sugar,4 tbsp,,FALSO,,,,,,
6894,532,vanilla pod,1,seeds only,FALSO,,,,,,
6895,532,Marsala wine,2 tbsp,,FALSO,,,,,,
6896,532,mascarpone,300g/10�oz,,FALSO,,,,,,
6897,532,chocolate,100g/3�oz plain,minimum 75 per cent cocoa solids,FALSO,,,,,,
6898,532,white chocolate,100g/3�oz,,FALSO,,,,,,
6899,532,pistachios,60g/2�oz,coarsely chopped,FALSO,,,,,,
6900,532,crystallised rose petals,30g/1�oz,,VERDADEIRO,,,,,,
6901,532,crystallised violets,30g/1�oz,,VERDADEIRO,,,,,,
6902,533,chocolate,5 caramel nougat," bars, such as Mars bars, chopped",FALSO,,,,,,
6903,533,butter,150g/5oz,"chopped, plus extra for greasing",FALSO,,,,,,
6904,533,rice pops,100g/3�oz,such as Rice Krispies,VERDADEIRO,,,,,,
6905,533,dark chocolate,75g/3oz,,FALSO,,,,,,
6906,534,plain flour,"100g/3�oz wholemeal, spelt or",,FALSO,,,,,,
6907,534,cocoa powder,2 tbsp,,FALSO,,,,,,
6908,534,bicarbonate of soda,� tsp,,FALSO,,,,,,
6909,534,salt,� tsp,,VERDADEIRO,,,,,,
6910,534,banana,1 very ripe," (about 100g/3�oz), mashed with a fork",FALSO,,,,,,
6911,534,golden syrup,85g/3oz honey or,,FALSO,,,,,,
6912,534,coconut oil,2 tbsp melted butter or,,FALSO,,,,,,
6913,534,vanilla extract,� tsp,,FALSO,,,,,,
6914,534,chocolate,50g/1�oz," chunks (milk, dark or white)",FALSO,,,,,,
6915,535,dark chocolate,300g/10�oz,"minimum 56% cocoa solids, chopped into small pieces",FALSO,,,,,,
6916,535,milk chocolate,300g/10�oz,chopped into small pieces,FALSO,,,,,,
6917,535,butter,100g/3�oz unsalted,diced,FALSO,,,,,,
6918,535,double cream,100ml/3�fl oz,,FALSO,,,,,,
6919,535,chocolate,3," honeycomb bars, 2 left whole, 1 crushed to decorate",FALSO,,,,,,
6920,535,chocolate,2," bars with nougat and crispy cereal, chopped ito 4 pieces",FALSO,,,,,,
6921,535,shortbread,8," biscuit fingers, halved",FALSO,,,,,,
6922,535,double cream,200ml/7fl oz,,FALSO,,,,,,
6923,535,vanilla pod,1,split and seeds scraped,FALSO,,,,,,
6924,535,caster sugar,1�2 tbsp, or icing sugar,FALSO,,,,,,
6925,535,milk,150ml/5fl oz full-fat,,FALSO,,,,,,
6926,535,white chocolate,40g/1�oz,chopped into small pieces,FALSO,,,,,,
6927,535,espresso shots,2 ,,VERDADEIRO,,,,,,
6928,536,jam,2 tbsp," (any will do), plus extra for serving",FALSO,,,,,,
6929,536,chocolate,2 tbsp," spread, plus extra for serving",FALSO,,,,,,
6930,536,oil,3 tbsp,�,FALSO,,,,,,
6931,536,milk,3 tbsp,,FALSO,,,,,,
6932,536,egg,1 free-range,,FALSO,,,,,,
6933,536,golden syrup,2 tbsp honey or,,FALSO,,,,,,
6934,536,self-raising flour,4 tbsp,,FALSO,,,,,,
6935,537,popcorn,150g/5�oz, kernels,FALSO,,,,,,
6936,537,coffee granules,1 tsp instant,,FALSO,,,,,,
6937,537,caster sugar,1 tsp, (or any other type of fine sugar including icing sugar or soft light brown sugar),FALSO,,,,,,
6938,537,chocolate,1 tsp drinking, powder,FALSO,,,,,,
6939,537,oil,2 sprays of spray,or 1 tsp regular,FALSO,,,,,,
6940,538,bananas,3 very ripe,peeled and roughly chopped,FALSO,,,,,,
6941,538,caster sugar,110g/3�oz, (or soft light or dark brown sugar),FALSO,,,,,,
6942,538,eggs,2 free-range,beaten,FALSO,,,,,,
6943,538,coffee,1 tbsp instant,"dissolved in small amount boiling water, or 1 espresso shot",FALSO,,,,,,
6944,538,nutmeg,pinch, (or cinnamon or 1 tbsp finely chopped stem ginger),FALSO,,,,,,
6945,538,salt,pinch,,FALSO,,,,,,
6946,538,butter,85g/3oz unsalted,"melted, plus extra for greasing",FALSO,,,,,,
6947,538,self-raising flour,225g/8oz, (or use 225g/8oz plain flour and 1 tbsp baking powder),FALSO,,,,,,
6948,538,chocolate,100g/3�oz,broken into small pieces (optional),FALSO,,,,,,
6949,539,chocolate,300g/10�oz,any type,FALSO,,,,,,
6950,539,butter,30g/1oz unsalted,,FALSO,,,,,,
6951,539,double cream,250ml/9fl oz,,FALSO,,,,,,
6952,539,sea salt,pinch,,FALSO,,,,,,
6953,539,cocoa powder,50g/1�oz,,FALSO,,,,,,
6954,539,mixed nuts,75g/2�oz," or seeds, chopped as finely as you can",FALSO,,,,,,
6955,540,butter,100g/3�oz unsalted,softened,FALSO,,,,,,
6956,540,caster sugar,50g/1�oz," (or soft light or dark brown sugar), plus 20g/�oz for sprinkling",FALSO,,,,,,
6957,540,plain flour,150g/5�oz,,FALSO,,,,,,
6958,540,vanilla extract,� tsp, (or vanilla seeds from a pod or essence),FALSO,,,,,,
6959,540,raspberry,20g/�oz freeze-dried," powder, for sprinkling",FALSO,,,,,,
6960,540,chocolate,"150g/5�oz dark, white or milk"," eggs, broken into small pieces",FALSO,,,,,,
6961,540,double cream,230ml/8fl oz,,FALSO,,,,,,
6962,540,vodka,50ml/2fl oz,,FALSO,,,,,,
6963,540,Irish cream or other cream-based alcohol,100ml/3�fl oz,,VERDADEIRO,,,,,,
6964,540,ice ,2  cubes,,VERDADEIRO,,,,,,
6965,540,raspberry,freeze-dried," powder, to decorate",FALSO,,,,,,
6966,541,butter,175g/6oz,softened,FALSO,,,,,,
6967,541,caster sugar,75g/2�oz,,FALSO,,,,,,
6968,541,plain flour,175g/6oz,plus extra for dusting,FALSO,,,,,,
6969,541,semolina,75g/2�oz,,FALSO,,,,,,
6970,541,chocolate,50g/1�oz milk or plain, chips,FALSO,,,,,,
6971,541,lemon,1,finely grated zest only,FALSO,,,,,,
6972,541,demerara sugar,1�2 tbsp,,FALSO,,,,,,
6973,541,almond extract,1 tsp,,FALSO,,,,,,
6974,541,flaked almonds,40g/1�oz,,FALSO,,,,,,
6975,542,chocolate,175g/6oz dark,broken into pieces,FALSO,,,,,,
6976,542,milk chocolate,125g/4�oz,broken into pieces,FALSO,,,,,,
6977,542,golden syrup,2 tbsp,,FALSO,,,,,,
6978,542,butter,75g/2�oz unsalted,diced,FALSO,,,,,,
6979,542,chocolate,160g/5�oz sugar-coated mini, eggs,FALSO,,,,,,
6980,542,biscuits,200g/7oz digestives or rich tea,broken into pieces,FALSO,,,,,,
6981,542,marshmallows,75g/2�oz mini,,FALSO,,,,,,
6982,542,hazelnuts,50g/1�oz,roughly chopped,FALSO,,,,,,
6983,542,raisins,75g/2�oz,,FALSO,,,,,,
6984,543,olive oil,2 tbsp,,FALSO,,,,,,
6985,543,courgettes,800g/1lb 12oz,sliced into 5mm/�in rounds,FALSO,,,,,,
6986,543,thyme,few sprigs,,FALSO,,,,,,
6987,543,basil,few, leaves,FALSO,,,,,,
6988,543,cr�me fra�che,100ml/3�fl oz,,FALSO,,,,,,
6989,543,milk,50ml/2fl oz,,FALSO,,,,,,
6990,543,plain flour,1 tsp,,FALSO,,,,,,
6991,543,gruy�re,75g/2�oz," or similar cheese, grated",FALSO,,,,,,
6992,543,salt,,,VERDADEIRO,,,,,,
